#      dist        eig   iband        s       pz       px       py    dz2r2      dxz      dyz      dxy    dx2y2      fm0     f+m1     f-m1     f+m2     f-m2     f+m3     f-m3  
    2.16287   -7.77867       3    0.000   28.344    0.000   28.344    0.000    0.297    0.000    0.297    0.000    0.006    0.000    0.022    0.000    0.052    0.000    0.036
    2.16287    2.02679       5   10.037    0.000    8.327    0.000    0.214    0.000    2.140    0.000    0.642    0.000    0.018    0.000    0.006    0.000    0.029    0.000
    2.16287    4.66783       6   10.156    0.000    3.443    0.000    0.421    0.000    1.861    0.000    1.262    0.000    0.002    0.000    0.039    0.000    0.003    0.000
    2.17410   -7.83116       3    0.000   28.324    0.000   28.324    0.000    0.284    0.000    0.284    0.000    0.006    0.000    0.022    0.000    0.053    0.000    0.036
    2.17410    2.03126       5   10.122    0.000    8.092    0.000    0.219    0.000    2.142    0.000    0.658    0.000    0.017    0.000    0.005    0.000    0.028    0.000
    2.17410    4.53566       6   10.180    0.000    3.449    0.000    0.416    0.000    1.880    0.000    1.247    0.000    0.002    0.000    0.036    0.000    0.003    0.000
    2.18533   -7.88115       3    0.000   28.305    0.000   28.305    0.000    0.272    0.000    0.272    0.000    0.005    0.000    0.023    0.000    0.054    0.000    0.037
    2.18533    2.03798       5   10.201    0.000    7.863    0.000    0.225    0.000    2.143    0.000    0.674    0.000    0.016    0.000    0.004    0.000    0.026    0.000
    2.18533    4.40734       6   10.209    0.000    3.460    0.000    0.411    0.000    1.898    0.000    1.232    0.000    0.001    0.000    0.033    0.000    0.002    0.000
    2.19656   -7.95022       3    0.000   28.392    0.000   28.392    0.000    0.258    0.000    0.258    0.000    0.009    0.000    0.020    0.000    0.052    0.000    0.041
    2.19656    2.04700       5   10.275    0.000    7.640    0.000    0.230    0.000    2.145    0.000    0.691    0.000    0.015    0.000    0.004    0.000    0.025    0.000
    2.19656    4.28264       6   10.240    0.000    3.481    0.000    0.405    0.000    1.916    0.000    1.214    0.000    0.001    0.000    0.030    0.000    0.001    0.000
    2.20780   -7.99524       3    0.000   28.376    0.000   28.376    0.000    0.246    0.000    0.246    0.000    0.008    0.000    0.020    0.000    0.053    0.000    0.041
    2.20780    2.05836       5   10.344    0.000    7.424    0.000    0.236    0.000    2.146    0.000    0.707    0.000    0.014    0.000    0.003    0.000    0.023    0.000
    2.20780    4.16201       6   10.273    0.000    3.503    0.000    0.399    0.000    1.933    0.000    1.198    0.000    0.001    0.000    0.027    0.000    0.001    0.000
    2.21903   -8.03770       3    0.000   28.360    0.000   28.360    0.000    0.236    0.000    0.236    0.000    0.008    0.000    0.020    0.000    0.053    0.000    0.042
    2.21903    2.07211       5   10.407    0.000    7.213    0.000    0.241    0.000    2.147    0.000    0.723    0.000    0.013    0.000    0.003    0.000    0.022    0.000
    2.21903    4.04518       6   10.309    0.000    3.529    0.000    0.394    0.000    1.948    0.000    1.182    0.000    0.000    0.000    0.025    0.000    0.001    0.000
    2.23026   -8.07761       3    0.000   28.345    0.000   28.345    0.000    0.226    0.000    0.226    0.000    0.008    0.000    0.020    0.000    0.054    0.000    0.042
    2.23026    2.08829       5   10.465    0.000    7.009    0.000    0.247    0.000    2.147    0.000    0.740    0.000    0.012    0.000    0.002    0.000    0.020    0.000
    2.23026    3.93214       6   10.346    0.000    3.561    0.000    0.389    0.000    1.963    0.000    1.166    0.000    0.000    0.000    0.022    0.000    0.000    0.000
    2.24149   -8.11496       3    0.000   28.331    0.000   28.331    0.000    0.216    0.000    0.216    0.000    0.008    0.000    0.020    0.000    0.055    0.000    0.043
    2.24149    2.10694       5   10.517    0.000    6.810    0.000    0.252    0.000    2.148    0.000    0.756    0.000    0.011    0.000    0.002    0.000    0.019    0.000
    2.24149    3.82285       6   10.383    0.000    3.598    0.000    0.383    0.000    1.977    0.000    1.150    0.000    0.000    0.000    0.020    0.000    0.000    0.000
    2.25272   -8.14973       3    0.000   28.318    0.000   28.318    0.000    0.208    0.000    0.208    0.000    0.008    0.000    0.020    0.000    0.056    0.000    0.043
    2.25272    2.12811       5   10.565    0.000    6.618    0.000    0.257    0.000    2.148    0.000    0.772    0.000    0.011    0.000    0.001    0.000    0.018    0.000
    2.25272    3.71730       6   10.422    0.000    3.640    0.000    0.378    0.000    1.990    0.000    1.133    0.000    0.000    0.000    0.018    0.000    0.000    0.000
    2.26395   -8.18193       3    0.000   28.306    0.000   28.306    0.000    0.200    0.000    0.200    0.000    0.007    0.000    0.020    0.000    0.056    0.000    0.043
    2.26395    2.15185       5   10.607    0.000    6.432    0.000    0.263    0.000    2.147    0.000    0.789    0.000    0.010    0.000    0.001    0.000    0.016    0.000
    2.26395    3.61544       6   10.460    0.000    3.687    0.000    0.372    0.000    2.002    0.000    1.117    0.000    0.000    0.000    0.016    0.000    0.000    0.000
    2.27519   -8.21153       3    0.000   28.294    0.000   28.294    0.000    0.192    0.000    0.192    0.000    0.007    0.000    0.020    0.000    0.057    0.000    0.044
    2.27519    2.17819       5   10.645    0.000    6.251    0.000    0.268    0.000    2.147    0.000    0.805    0.000    0.009    0.000    0.001    0.000    0.015    0.000
    2.27519    3.51724       6   10.498    0.000    3.739    0.000    0.367    0.000    2.014    0.000    1.100    0.000    0.000    0.000    0.014    0.000    0.000    0.000
    2.28642   -8.23853       3    0.000   28.284    0.000   28.284    0.000    0.186    0.000    0.186    0.000    0.007    0.000    0.020    0.000    0.057    0.000    0.044
    2.28642    2.20719       5   10.677    0.000    6.077    0.000    0.274    0.000    2.146    0.000    0.822    0.000    0.008    0.000    0.000    0.000    0.014    0.000
    2.28642    3.42268       6   10.535    0.000    3.796    0.000    0.361    0.000    2.025    0.000    1.084    0.000    0.000    0.000    0.013    0.000    0.000    0.000
    2.29765   -8.26294       3    0.000   28.274    0.000   28.274    0.000    0.180    0.000    0.180    0.000    0.007    0.000    0.020    0.000    0.058    0.000    0.045
    2.29765    2.23888       5   10.704    0.000    5.908    0.000    0.279    0.000    2.145    0.000    0.838    0.000    0.008    0.000    0.000    0.000    0.013    0.000
    2.29765    3.33171       6   10.571    0.000    3.858    0.000    0.356    0.000    2.035    0.000    1.067    0.000    0.000    0.000    0.011    0.000    0.000    0.000
    2.30888   -8.28474       3    0.000   28.265    0.000   28.265    0.000    0.174    0.000    0.174    0.000    0.007    0.000    0.020    0.000    0.058    0.000    0.045
    2.30888    2.27332       5   10.727    0.000    5.746    0.000    0.285    0.000    2.143    0.000    0.854    0.000    0.007    0.000    0.000    0.000    0.012    0.000
    2.30888    3.24428       6   10.606    0.000    3.925    0.000    0.350    0.000    2.045    0.000    1.050    0.000    0.000    0.000    0.009    0.000    0.001    0.000
    2.32011   -8.30392       3    0.000   28.256    0.000   28.256    0.000    0.170    0.000    0.170    0.000    0.007    0.000    0.020    0.000    0.059    0.000    0.045
    2.32011    2.31053       5   10.744    0.000    5.589    0.000    0.290    0.000    2.141    0.000    0.871    0.000    0.006    0.000    0.000    0.000    0.010    0.000
    2.32011    3.16037       6   10.640    0.000    3.997    0.000    0.345    0.000    2.054    0.000    1.034    0.000    0.001    0.000    0.008    0.000    0.001    0.000
    2.33134   -8.33006       3    0.000   28.290    0.000   28.290    0.000    0.176    0.000    0.176    0.000    0.006    0.000    0.020    0.000    0.056    0.000    0.041
    2.33134    2.34324       5   10.798    0.000    5.498    0.000    0.291    0.000    2.135    0.000    0.874    0.000    0.006    0.000    0.000    0.000    0.010    0.000
    2.33134    3.07715       6   10.668    0.000    4.077    0.000    0.339    0.000    2.078    0.000    1.017    0.000    0.001    0.000    0.009    0.000    0.001    0.000
    2.34258   -8.34046       3    0.000   28.261    0.000   28.261    0.000    0.174    0.000    0.174    0.000    0.007    0.000    0.021    0.000    0.060    0.000    0.046
    2.34258    2.41248       5   10.792    0.000    5.228    0.000    0.284    0.000    2.140    0.000    0.851    0.000    0.007    0.000    0.001    0.000    0.012    0.000
    2.34258    3.00392       6   10.661    0.000    4.115    0.000    0.341    0.000    2.085    0.000    1.022    0.000    0.002    0.000    0.008    0.000    0.003    0.000
    2.35381   -8.35227       3    0.000   28.258    0.000   28.258    0.000    0.171    0.000    0.171    0.000    0.007    0.000    0.021    0.000    0.060    0.000    0.046
    2.35381    2.45761       5   10.795    0.000    5.092    0.000    0.289    0.000    2.136    0.000    0.868    0.000    0.006    0.000    0.001    0.000    0.011    0.000
    2.35381    2.93024       6   10.689    0.000    4.203    0.000    0.335    0.000    2.092    0.000    1.005    0.000    0.002    0.000    0.007    0.000    0.003    0.000
    2.36504   -8.36146       3    0.000   28.255    0.000   28.255    0.000    0.169    0.000    0.169    0.000    0.007    0.000    0.021    0.000    0.060    0.000    0.046
    2.36504    2.50574       5   10.795    0.000    4.962    0.000    0.295    0.000    2.133    0.000    0.885    0.000    0.006    0.000    0.001    0.000    0.010    0.000
    2.36504    2.85990       6   10.714    0.000    4.295    0.000    0.329    0.000    2.100    0.000    0.988    0.000    0.002    0.000    0.006    0.000    0.004    0.000
    2.37627   -8.36802       3    0.000   28.254    0.000   28.254    0.000    0.167    0.000    0.167    0.000    0.007    0.000    0.021    0.000    0.060    0.000    0.046
    2.37627    2.55691       5   10.791    0.000    4.838    0.000    0.301    0.000    2.128    0.000    0.902    0.000    0.005    0.000    0.002    0.000    0.008    0.000
    2.37627    2.79287       6   10.736    0.000    4.393    0.000    0.324    0.000    2.106    0.000    0.971    0.000    0.003    0.000    0.005    0.000    0.005    0.000
    2.38750   -8.37196       3    0.000   28.252    0.000   28.252    0.000    0.166    0.000    0.166    0.000    0.007    0.000    0.021    0.000    0.060    0.000    0.046
    2.38750    2.61116       5   10.783    0.000    4.719    0.000    0.306    0.000    2.123    0.000    0.919    0.000    0.004    0.000    0.002    0.000    0.007    0.000
    2.38750    2.72910       6   10.755    0.000    4.497    0.000    0.318    0.000    2.113    0.000    0.953    0.000    0.003    0.000    0.004    0.000    0.006    0.000
    2.39873   -8.37327       3    0.000   28.252    0.000   28.252    0.000    0.166    0.000    0.166    0.000    0.007    0.000    0.021    0.000    0.061    0.000    0.046
    2.39873    2.66854       5   21.541    0.000    9.210    0.000    0.624    0.000    4.236    0.000    1.873    0.000    0.008    0.000    0.006    0.000    0.013    0.000
    2.41010   -8.37638       3    0.008   28.239    0.007   28.234    0.001    0.166    0.000    0.166    0.000    0.007    0.000    0.021    0.000    0.060    0.000    0.046
    2.41010    2.67431       5   21.525    0.009    9.208    0.026    0.624    0.000    4.236    0.000    1.872    0.000    0.008    0.000    0.006    0.000    0.013    0.000
    2.42147   -8.38569       3    0.031   28.201    0.028   28.180    0.002    0.165    0.001    0.165    0.001    0.007    0.000    0.021    0.000    0.060    0.000    0.045
    2.42147    2.69158       5   21.479    0.038    9.202    0.103    0.623    0.000    4.234    0.001    1.871    0.000    0.008    0.000    0.006    0.001    0.013    0.001
    2.43284   -8.40110       3    0.069   28.137    0.064   28.091    0.005    0.165    0.003    0.164    0.003    0.007    0.000    0.021    0.000    0.060    0.000    0.045
    2.43284    2.72027       5   21.402    0.084    9.192    0.231    0.621    0.001    4.231    0.002    1.870    0.000    0.008    0.000    0.007    0.002    0.013    0.001
    2.44421   -8.42251       3    0.121   28.049    0.113   27.969    0.010    0.164    0.006    0.163    0.005    0.007    0.000    0.021    0.000    0.059    0.000    0.044
    2.44421    2.76027       5   21.295    0.148    9.179    0.409    0.618    0.001    4.226    0.003    1.867    0.000    0.008    0.000    0.007    0.003    0.013    0.002
    2.45558   -8.44972       3    0.186   27.937    0.177   27.815    0.015    0.163    0.009    0.161    0.007    0.007    0.000    0.020    0.000    0.058    0.000    0.044
    2.45558    2.81140       5   21.159    0.228    9.162    0.634    0.615    0.002    4.221    0.005    1.864    0.000    0.008    0.000    0.007    0.005    0.013    0.003
    2.46695   -8.47282       3    0.263   27.843    0.251   27.496    0.019    0.162    0.012    0.165    0.013    0.007    0.000    0.024    0.000    0.057    0.000    0.039
    2.46695    2.87373       5   20.995    0.326    9.147    0.900    0.614    0.003    4.215    0.007    1.854    0.000    0.008    0.001    0.007    0.006    0.013    0.004
    2.47831   -8.54372       3    0.351   27.812    0.341   27.408    0.029    0.159    0.023    0.160    0.021    0.006    0.000    0.030    0.000    0.067    0.000    0.041
    2.47831    2.94531       5   20.806    0.435    9.118    1.213    0.613    0.004    4.231    0.010    1.856    0.000    0.008    0.001    0.007    0.008    0.013    0.005
    2.48968   -8.58778       3    0.444   27.638    0.444   27.178    0.038    0.157    0.028    0.156    0.025    0.006    0.000    0.030    0.000    0.066    0.000    0.040
    2.48968    3.02883       5   20.593    0.557    9.096    1.566    0.609    0.005    4.220    0.013    1.849    0.001    0.009    0.001    0.008    0.010    0.013    0.007
    2.50105   -8.63653       3    0.542   27.446    0.559   26.927    0.047    0.156    0.033    0.153    0.030    0.006    0.000    0.029    0.000    0.064    0.000    0.039
    2.50105    3.12237       5   20.357    0.687    9.073    1.958    0.603    0.006    4.208    0.016    1.842    0.001    0.009    0.001    0.008    0.013    0.013    0.009
    2.51242   -8.68326       3    0.656   27.189    0.695   26.627    0.057    0.147    0.041    0.144    0.034    0.008    0.000    0.028    0.000    0.065    0.000    0.040
    2.51242    3.23610       5   20.039    0.830    8.961    2.369    0.602    0.005    4.178    0.016    1.850    0.001    0.009    0.002    0.007    0.018    0.012    0.014
    2.52379   -8.74066       3    0.760   26.966    0.836   26.343    0.068    0.146    0.046    0.140    0.039    0.008    0.001    0.027    0.000    0.063    0.000    0.039
    2.52379    3.34904       5   19.764    0.975    8.937    2.827    0.597    0.006    4.165    0.019    1.842    0.001    0.010    0.002    0.007    0.021    0.012    0.016
    2.53516   -8.80166       3    0.862   26.729    0.988   26.049    0.079    0.144    0.050    0.136    0.045    0.008    0.001    0.027    0.000    0.061    0.000    0.037
    2.53516    3.47091       5   19.471    1.124    8.912    3.316    0.591    0.007    4.151    0.023    1.833    0.001    0.010    0.003    0.007    0.025    0.012    0.019
    2.54653   -8.86586       3    0.961   26.478    1.154   25.745    0.091    0.143    0.055    0.132    0.050    0.008    0.001    0.026    0.000    0.059    0.000    0.036
    2.54653    3.60134       5   19.163    1.276    8.889    3.833    0.585    0.008    4.137    0.026    1.825    0.001    0.010    0.003    0.008    0.029    0.011    0.022
    2.55789   -8.93288       3    1.055   26.216    1.331   25.436    0.104    0.141    0.058    0.127    0.055    0.008    0.001    0.025    0.000    0.057    0.000    0.034
    2.55789    3.73993       5   18.839    1.428    8.868    4.377    0.579    0.009    4.122    0.031    1.816    0.001    0.011    0.003    0.008    0.033    0.011    0.024
    2.56926   -9.00231       3    1.143   25.941    1.521   25.124    0.117    0.140    0.061    0.123    0.060    0.009    0.001    0.024    0.000    0.055    0.000    0.032
    2.56926    3.88628       5   18.502    1.578    8.848    4.946    0.573    0.010    4.108    0.035    1.807    0.002    0.012    0.004    0.009    0.038    0.011    0.027
    2.58063   -9.07375       3    1.222   25.655    1.724   24.812    0.131    0.138    0.064    0.118    0.065    0.009    0.001    0.022    0.000    0.053    0.000    0.031
    2.58063    4.04001       5   18.153    1.726    8.831    5.538    0.568    0.011    4.093    0.040    1.798    0.002    0.012    0.004    0.009    0.042    0.011    0.030
    2.59200   -9.14681       3    1.290   25.359    1.941   24.501    0.145    0.137    0.066    0.113    0.070    0.009    0.002    0.021    0.001    0.051    0.000    0.029
    2.59200    4.20072       5   17.791    1.869    8.815    6.153    0.563    0.012    4.078    0.045    1.788    0.002    0.013    0.005    0.010    0.047    0.010    0.033
    2.60337   -9.22108       3    1.348   25.051    2.172   24.194    0.159    0.135    0.067    0.107    0.075    0.009    0.002    0.020    0.001    0.049    0.000    0.027
    2.60337    4.36801       5   17.417    2.007    8.803    6.789    0.558    0.012    4.062    0.051    1.778    0.003    0.014    0.005    0.011    0.052    0.010    0.036
    2.61474   -9.29617       3    1.392   24.733    2.417   23.893    0.173    0.134    0.068    0.102    0.079    0.009    0.002    0.019    0.001    0.046    0.000    0.025
    2.61474    4.54151       5   17.032    2.136    8.792    7.447    0.553    0.013    4.047    0.057    1.768    0.003    0.015    0.006    0.011    0.057    0.010    0.039
    2.62611   -9.37169       3    1.423   24.404    2.679   23.600    0.188    0.132    0.067    0.097    0.084    0.010    0.002    0.018    0.001    0.044    0.000    0.024
    2.62611    4.72082       5   16.636    2.258    8.784    8.127    0.549    0.013    4.031    0.063    1.757    0.003    0.016    0.006    0.012    0.062    0.009    0.042
    2.63747   -9.44726       3    1.440   24.063    2.957   23.316    0.203    0.131    0.066    0.091    0.088    0.010    0.002    0.017    0.001    0.042    0.000    0.022
    2.63747    4.90557       5   16.228    2.368    8.778    8.829    0.546    0.014    4.014    0.070    1.745    0.003    0.017    0.007    0.013    0.067    0.009    0.045
    2.64884   -9.52248       3    1.441   23.709    3.252   23.042    0.217    0.130    0.065    0.085    0.092    0.010    0.003    0.015    0.001    0.040    0.000    0.020
    2.64884    5.09536       5   15.808    2.467    8.774    9.555    0.544    0.014    3.998    0.078    1.734    0.004    0.018    0.007    0.014    0.072    0.009    0.048
    2.66021   -9.59698       3    1.427   23.342    3.567   22.780    0.232    0.128    0.063    0.079    0.096    0.010    0.003    0.014    0.001    0.038    0.000    0.019
    2.66021    5.28983       5   15.374    2.553    8.770   10.306    0.542    0.014    3.980    0.086    1.721    0.004    0.019    0.007    0.015    0.077    0.008    0.051
    2.67158   -9.67510       3    1.418   22.990    3.924   22.529    0.242    0.122    0.060    0.076    0.094    0.009    0.004    0.013    0.001    0.034    0.000    0.015
    2.67158    5.47050       5   14.973    2.647    8.942   11.087    0.551    0.017    3.949    0.087    1.748    0.006    0.017    0.007    0.014    0.076    0.005    0.050
    2.68295   -9.74717       3    1.374   22.593    4.283   22.291    0.257    0.121    0.057    0.070    0.098    0.009    0.005    0.012    0.001    0.032    0.000    0.014
    2.68295    5.67288       5   14.510    2.704    8.941   11.893    0.551    0.017    3.930    0.097    1.734    0.006    0.018    0.007    0.015    0.081    0.004    0.052
    2.69432   -9.81742       3    1.315   22.179    4.664   22.068    0.272    0.120    0.053    0.064    0.101    0.010    0.005    0.010    0.001    0.030    0.000    0.013
    2.69432    5.87874       5   14.028    2.742    8.937   12.733    0.554    0.017    3.910    0.108    1.718    0.006    0.020    0.008    0.015    0.086    0.004    0.055
    2.70569   -9.88546       3    1.242   21.747    5.069   21.860    0.286    0.119    0.049    0.058    0.104    0.010    0.006    0.009    0.001    0.029    0.000    0.011
    2.70569    6.08765       5   13.523    2.759    8.927   13.613    0.557    0.017    3.889    0.120    1.702    0.007    0.021    0.008    0.016    0.091    0.003    0.057
    2.71705   -9.95094       3    1.155   21.295    5.500   21.667    0.300    0.117    0.044    0.051    0.107    0.010    0.006    0.008    0.001    0.027    0.000    0.010
    2.71705    6.29916       5   12.993    2.752    8.909   14.538    0.563    0.016    3.867    0.134    1.684    0.007    0.023    0.008    0.017    0.096    0.003    0.060
    2.72842    6.51276       5   12.430    2.719    8.876   15.518    0.572    0.015    3.842    0.151    1.664    0.007    0.025    0.008    0.018    0.101    0.002    0.062
    2.73979    6.72787       5   11.829    2.655    8.824   16.563    0.584    0.014    3.815    0.171    1.641    0.008    0.027    0.008    0.018    0.106    0.002    0.064
    2.75116    6.94383       5   11.179    2.556    8.744   17.688    0.600    0.013    3.785    0.195    1.616    0.008    0.029    0.007    0.019    0.111    0.001    0.065
    2.76253    7.15980       5   10.469    0.000    0.000   18.912    0.621    0.012    0.000    0.000    1.587    0.000    0.000    0.007    0.019    0.000    0.000    0.066
    2.76253    7.15981       6    0.000    2.415    8.624    0.000    0.000    0.000    3.750    0.225    0.000    0.008    0.032    0.000    0.000    0.116    0.001    0.000
    2.77390    7.37476       5    9.683    0.000    0.000   20.258    0.649    0.011    0.000    0.000    1.553    0.000    0.000    0.006    0.019    0.000    0.000    0.067
    2.77390    7.37477       6    0.000    2.225    8.447    0.000    0.000    0.000    3.710    0.264    0.000    0.008    0.035    0.000    0.000    0.121    0.000    0.000
    2.78527    7.58733       5    8.799    0.000    0.000   21.760    0.686    0.010    0.000    0.000    1.513    0.000    0.000    0.005    0.018    0.000    0.000    0.067
    2.78527    7.58735       6    0.000    1.979    8.190    0.000    0.000    0.000    3.660    0.313    0.000    0.007    0.038    0.000    0.000    0.126    0.000    0.000
    2.79663    7.79559       5    7.791    0.000    0.000   23.457    0.736    0.009    0.000    0.000    1.464    0.000    0.000    0.004    0.017    0.000    0.000    0.066
    2.79663    7.79560       6    0.000    1.668    7.820    0.000    0.000    0.000    3.598    0.381    0.000    0.007    0.042    0.000    0.000    0.131    0.000    0.000
    2.80800    7.99673       5    6.626    0.000    0.000   25.399    0.804    0.007    0.000    0.000    1.403    0.000    0.000    0.003    0.016    0.000    0.000    0.064
    2.80800    7.99675       6    0.000    1.288    7.289    0.000    0.000    0.000    3.515    0.474    0.000    0.006    0.046    0.000    0.000    0.136    0.000    0.000
    2.81937    8.18649       5    5.274    0.000    0.000   27.629    0.898    0.006    0.000    0.000    1.322    0.000    0.000    0.001    0.013    0.000    0.000    0.060
    2.81937    8.18650       6    0.000    0.848    6.534    0.000    0.000    0.000    3.399    0.608    0.000    0.005    0.052    0.000    0.000    0.140    0.001    0.000
    2.83074    8.35817       5    3.731    0.000    0.000   30.146    1.027    0.005    0.000    0.000    1.213    0.000    0.000    0.000    0.010    0.000    0.000    0.053
    2.83074    8.35819       6    0.000    0.393    5.482    0.000    0.000    0.000    3.229    0.804    0.000    0.004    0.058    0.000    0.000    0.142    0.004    0.000
    2.84211    8.46498       5    1.881    0.000    0.000   33.339    1.249    0.004    0.000    0.000    0.981    0.000    0.000    0.001    0.005    0.000    0.000    0.051
    2.84211    8.46500       6    0.000    0.023    3.886    0.000    0.000    0.000    2.934    1.167    0.000    0.002    0.065    0.000    0.000    0.135    0.013    0.000
    2.85348    8.55737       5    0.543    0.000    0.000   35.518    1.470    0.003    0.000    0.000    0.785    0.000    0.000    0.005    0.002    0.000    0.000    0.039
    2.85348    8.55740       6    0.000    0.134    2.302    0.000    0.000    0.000    2.555    1.583    0.000    0.000    0.071    0.000    0.000    0.127    0.024    0.000
    2.86485    8.59044       5    0.000    0.000    0.000   36.400    1.700    0.003    0.000    0.000    0.567    0.000    0.000    0.015    0.000    0.000    0.000    0.025
    2.86485    8.59047       6    0.000    0.912    0.912    0.000    0.000    0.000    2.077    2.077    0.000    0.000    0.074    0.000    0.000    0.112    0.038    0.000
    2.87605    8.52161       5    0.001    0.449    0.471   18.037    0.859    0.002    1.048    1.022    0.288    0.000    0.035    0.008    0.000    0.056    0.020    0.014
    2.87605    8.63694       6    0.188    0.093    1.065   18.048    0.738    0.001    1.246    0.831    0.376    0.000    0.038    0.003    0.000    0.064    0.012    0.017
    2.88726    8.45568       5    0.004    0.445    0.486   17.868    0.867    0.003    1.058    1.007    0.292    0.000    0.033    0.008    0.000    0.055    0.020    0.015
    2.88726    8.63794       6    0.684    0.002    1.841   17.357    0.625    0.001    1.423    0.641    0.462    0.001    0.037    0.000    0.001    0.069    0.007    0.022
    2.89847    8.39682       5    0.006    0.469    0.466   17.683    0.874    0.003    1.059    1.006    0.285    0.000    0.032    0.008    0.000    0.056    0.019    0.017
    2.89847    8.60114       6    1.318    0.119    2.632   16.375    0.525    0.000    1.556    0.491    0.534    0.001    0.036    0.000    0.002    0.072    0.003    0.025
    2.90967    8.33696       5    0.012    0.469    0.482   17.517    0.882    0.004    1.067    0.990    0.290    0.000    0.030    0.009    0.001    0.056    0.020    0.019
    2.90967    8.53635       6    1.952    0.343    3.349   15.335    0.444    0.000    1.649    0.381    0.586    0.002    0.035    0.001    0.003    0.074    0.001    0.027
    2.92088   -9.98874       4    0.057    6.013    7.274   10.918    0.185    0.080    0.002    0.001    0.090    0.002    0.012    0.000    0.000    0.007    0.000    0.000
    2.92088    8.28271       5    0.021    0.458    0.505   17.341    0.889    0.005    1.062    0.972    0.296    0.000    0.028    0.009    0.001    0.058    0.020    0.020
    2.92088    8.47602       6    2.625    0.658    4.055   14.097    0.366    0.000    1.732    0.281    0.660    0.003    0.033    0.002    0.004    0.074    0.000    0.026
    2.93209   -9.89258       4    0.081    5.880    7.403   11.015    0.182    0.084    0.003    0.002    0.095    0.002    0.013    0.000    0.000    0.007    0.000    0.000
    2.93209    8.22904       5    0.030    0.463    0.521   17.175    0.898    0.006    1.069    0.957    0.301    0.000    0.026    0.009    0.001    0.058    0.020    0.021
    2.93209    8.37556       6    3.091    0.909    4.554   13.262    0.319    0.000    1.774    0.229    0.682    0.003    0.032    0.004    0.004    0.074    0.000    0.027
    2.94330   -9.79394       4    0.109    5.748    7.536   11.109    0.179    0.089    0.004    0.003    0.100    0.001    0.013    0.001    0.000    0.007    0.000    0.000
    2.94330    8.17859       5    0.040    0.470    0.537   17.009    0.906    0.006    1.074    0.942    0.306    0.000    0.024    0.009    0.002    0.057    0.021    0.023
    2.94330    8.26705       6    3.473    1.133    4.970   12.541    0.283    0.000    1.804    0.192    0.697    0.003    0.031    0.005    0.004    0.074    0.001    0.027
    2.95450   -9.69290       4    0.140    5.618    7.671   11.199    0.176    0.094    0.005    0.003    0.106    0.001    0.014    0.001    0.000    0.008    0.000    0.000
    2.95450    8.13140       5    0.051    0.480    0.551   16.852    0.915    0.007    1.078    0.928    0.311    0.000    0.022    0.009    0.002    0.056    0.021    0.024
    2.95450    8.15333       6    3.785    1.329    5.324   11.912    0.254    0.000    1.828    0.166    0.706    0.003    0.031    0.006    0.004    0.073    0.002    0.027
    2.96571   -9.58953       4    0.174    5.490    7.809   11.286    0.172    0.099    0.006    0.004    0.111    0.001    0.015    0.001    0.000    0.008    0.000    0.000
    2.96571    8.03633       5    4.042    1.501    5.626   11.391    0.231    0.000    1.845    0.145    0.712    0.003    0.030    0.007    0.004    0.072    0.003    0.027
    2.96571    8.08752       6    0.063    0.491    0.570   16.668    0.923    0.008    1.083    0.915    0.315    0.000    0.020    0.010    0.003    0.055    0.022    0.025
    2.96571    9.98967       7   13.398   10.186    7.393    0.105    0.142    0.000    0.632    0.795    0.486    0.028    0.000    0.085    0.073    0.007    0.032    0.043
    2.97692   -9.48393       4    0.211    5.364    7.950   11.370    0.169    0.105    0.008    0.005    0.117    0.001    0.015    0.001    0.000    0.009    0.000    0.000
    2.97692    7.91739       5    4.253    1.647    5.896   10.915    0.212    0.000    1.859    0.130    0.714    0.003    0.029    0.008    0.003    0.072    0.005    0.027
    2.97692    8.04700       6    0.075    0.506    0.585   16.506    0.932    0.009    1.086    0.902    0.320    0.000    0.019    0.010    0.003    0.055    0.023    0.027
    2.97692    9.95706       7   13.537   10.219    7.158    0.127    0.139    0.000    0.624    0.808    0.493    0.029    0.000    0.084    0.074    0.007    0.030    0.041
    2.98812   -9.37617       4    0.250    5.240    8.093   11.451    0.166    0.110    0.010    0.006    0.123    0.001    0.016    0.001    0.000    0.009    0.000    0.000
    2.98812    7.79745       5    4.429    1.775    6.139   10.495    0.197    0.000    1.872    0.118    0.714    0.003    0.029    0.009    0.003    0.071    0.006    0.026
    2.98812    8.00989       6    0.088    0.524    0.601   16.342    0.941    0.010    1.088    0.890    0.325    0.000    0.017    0.010    0.004    0.054    0.023    0.028
    2.98812    9.92482       7   13.671   10.251    6.928    0.149    0.137    0.000    0.617    0.819    0.499    0.030    0.000    0.084    0.075    0.006    0.029    0.040
    2.99933   -9.26636       4    0.291    5.118    8.239   11.529    0.162    0.115    0.012    0.007    0.128    0.001    0.017    0.001    0.000    0.009    0.000    0.000
    2.99933    7.67719       5    4.576    1.885    6.362   10.119    0.183    0.000    1.882    0.109    0.712    0.003    0.029    0.009    0.002    0.070    0.008    0.025
    2.99933    7.97621       6    0.101    0.545    0.618   16.178    0.950    0.011    1.089    0.878    0.330    0.000    0.015    0.011    0.005    0.053    0.024    0.029
    2.99933    9.89291       7   13.799   10.281    6.705    0.173    0.134    0.000    0.610    0.830    0.505    0.031    0.000    0.084    0.076    0.006    0.027    0.039
